,city,id,links,name,phone_numbers,state,street_address,zip_code
483,FRANKFORT,8568,['http://kysu.edu/'],KENTUCKY STATE UNIVERSITY,['(502) 597-5696'],KY,400 E. MAIN ST. EXUM 106,40601
484,MAYFIELD,9768,['http://www.mccks.edu/'],MID-CONTINENT UNIVERSITY,['270-247-8521 X228'],KY,99 POWELL ROAD EAST,42066
485,MURRAY,8274,['http://www.murraystate.edu/testingcenter'],MURRAY STATE UNIVERSITY,['(270) 809-6848'],KY,"1375 CHESTNUT ST., MURRAY, KY 42071",42072
486,HIGHLAND HEIGHTS,7910,['http://testing.nku.edu/'],NORTHERN KENTUCKY UNIVERSITY,['(859) 572-6373'],KY,100 NUNN DR.,41099
487,LOUISVILLE,9936,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['502-253-5029'],KY,"2650 EASTPOINT PARKWAY, SUITE 100",40223
488,FLORENCE,7932,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['859-692-2800'],KY,"7300 TURFWAY ROAD, SUITE 250",41042
489,CRESTVIEW HILLS,9550,['http://www.thomasmore.edu/'],THOMAS MORE COLLEGE,['859-344-4067'],KY,333 THOMAS MORE PARKWAY,41017
490,LOUISVILLE,9548,['http://www.louisville.edu/'],UNIVERSITY OF LOUISVILLE,['502-852-6606'],KY,"DAVIDSON HALL, ROOM 310, 106 EAST BRANDEIS STREET",40292
491,FORT KNOX,7183,['http://www.louisville.edu/'],UNIVERSITY OF LOUISVILLE - FORT KNOX,['(502) 942-8060'],KY,"63 QUARTERMASTER STREET - STE. 301, BUILDING 63,",40121
492,BOWLING GREEN,9906,['http://www.wku.edu/'],WESTERN KENTUCKY UNIVERSITY,['270-745-3158'],KY,1906 COLLEGE HEIGHTS BOULEVARD #11024,42101
493,BATON ROUGE,8845,['http://www.mybrcc.edu'],BATON ROUGE COMMUNITY COLLEGE - MID-CITY CAMPUS,['(225) 216-8038'],LA,201 COMMUNITY COLLEGE DR,70806
494,,8147,['http://www.bpcc.edu/testingcenter'],BOSSIER PARISH COMMUNITY COLLEGE,['(318) 678-6002'],,"6220 EAST TEXAS STREET, BUILDING D, ROOM 203",
495,BARKSDALE AFB,7287,['http://www.bpcc.edu/testingcenter'],BOSSIER PARISH COMMUNITY COLLEGE - BARKSDALE AFB,['(318) 678-6002'],LA,723 DOUHET DRIVE ROOM 101,71111
496,FT POLK,7207,['http://www.ctcd.edu/'],CENTRAL TEXAS COLLEGE,['337-537-5202'],LA,7460 COLORADO STREET,71459
497,METARIE,8327,['http://www.cuw.edu/'],CONCORDIA UNIVERSITY WISCONSIN - NEW ORLEANS,['504-828-3802'],LA,"3864 SEVENTEENTH STREET, SUITE 100",70002
498,NEW ORLEANS,8600,['http://www.dcc.edu/'],DELGADO COMMUNITY COLLEGE,['504-671-5012'],LA,615 CITY PARK AVE,70119
499,ALEXANDRIA,9210,['http://www.lsua.edu/'],LOUISIANA STATE UNIVERSITY AT ALEXANDRIA,['318-427-4492'],LA,8100 HIGHWAY 71 SOUTH,71302
500,MANDEVILLE,8892,['http:// http://www.northshorecollege.edu'],NORTHSHORE TECHNICAL COMMUNITY COLLEGE,['(985) 732-6640 EXT: 177'],LA,"21454 KOOP DRIVE, THIRD FLOOR",70471
501,NATCHITOCHES,8671,['http://www.nsula.edu/'],NORTHWESTERN STATE UNIVERSITY,['(318) 357-5246'],LA,"100 COLLEGE STREET, STUDENT UNION ROOM 306",71497
502,HAMMOND,9540,['http://www.selu.edu/'],SOUTHEASTERN LOUISIANA UNIVERSITY,['985-549-3897'],LA,"900 B W. UNIVERSITY AVENUE, ROOM 172",70402
503,SHREVEPORT,8763,['http://www.sulsa.edu/'],SOUTHERN UNIVERSITY,['316-674-3450'],LA,3050 MARTIN LUTHER KING DR,71107
504,SHREVEPORT,7948,['http://www.susla.edu/'],SOUTHERN UNIVERSITY AT SHREVEPORT,[],LA,3050 MARTIN LUTHER KING JR. DRIVE,71107
505,METARIE,7970,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['504-799-1729'],LA,"111 VETERANS MEMORIAL BOULEVARD, SUITE 420",70005
506,NEW ORLEANS,8385,['http://www.uno.edu/'],UNIVERSITY OF NEW ORLEANS,['504-280-8378'],LA,"ROOM 216, BUSINESS BUILDING, 2000 LAKESHORE DRIVE",70148
507,PITTSFIELD,8531,['http://www.berkshire.edu/'],BERKSHIRE COMMUNITY COLLEGE,['(413) 236-1655'],MA,1350 WEST ST,01201
508,BRIDGEWATER,8204,['http://www.bridgew.edu/testingservices/'],BRIDGEWATER STATE UNIVERSITY,['(508) 531-1780'],MA,"10 SHAW ROAD, GROUND FLOOR , MAXWELL LIBRARY",02325
509,HOLYOKE,8123,['http://www.hcc.edu/'],HOLYOKE COMMUNITY COLLEGE,['(413) 552-2112'],MA,"KITTREDGE CENTER, ROOM 204, 303 HOMESTEAD AVENUE",01040
510,GARDNER,9238,['http://www.mwcc.mass.edu/'],MOUNT WACHUSETT COMMUNITY COLLEGE,['978-630-9383'],MA,444 GREEN STREET,01440
511,HAVERHILL,9745,['http://www.necc.mass.edu/'],NORTHERN ESSEX COMMUNITY COLLEGE - HAVERHILL,['(978) 556-3872'],MA,100 ELLIOT STREET,01830
512,DANVERS,8868,['http://www.nscc.mass.edu/'],NORTH SHORE COMMUNITY COLLEGE - DANVERS CAMPUS,['(978) 739-5539'],MA,"1 FERNCROFT ROAD, ROOM DB 213",01923
513,LYNN,7256,['http://www.northshore.edu/'],NORTH SHORE COMMUNITY COLLEGE - LYNN CAMPUS,['(978) 739-6682'],MA,300 BROAD STREET,01901
514,CAPE COD,7352,['http://www.post.edu/'],POST UNIVERSITY - COAST GUARD AIR STATION CAPE COD,['(203) 598-6415'],MA,COAST GUARD AIR STATION CAPE COD BLDG.3164,02542
515,BOSTON,9993,['http://www.springfieldcollege.edu/'],SPRINGFIELD COLLEGE,['617-242-3025'],MA,SUITE 1M4,02129
516,HANSCOM,9771,['http://www.park.edu/hans'],"THE PARK UNIVERSITY, HANSCOM AFB CAMPUS",['(781) 860-7275'],MA,"29 CHENNAULT STREET, BLDG. 1728",01731
517,BURLINGTON,9136,['http://www.phoenix.edu/'],UNIVERSITY OF PHOENIX,['781-265-3813'],MA,"ONE VAN DE GRAAFF DR., STE 300",01803
518,LEONARDTOWN,8326,['http://www.csmd.edu/'],COLLEGE OF SOUTHERN MARYLAND,['240-725-5340'],MD,"LEONARDTOWN CAMPUS - TESTING CENTER, 22950 HOLLYWOOD ROAD, BUILDING A, ROOM 103",20650
519,LA PLATA,9555,['http://www.csmd.edu/'],COLLEGE OF SOUTHERN MARYLAND,['301-870-3008 X7128'],MD,8730 MITCHELL ROAD,20646
520,PRINCE FREDERICK,7845,['http://www.csmd.edu/'],COLLEGE OF SOUTHERN MARYLAND,['443-550-6000'],MD,"PRINCE FREDERICK CAMPUS, 115 JW WILLIAMS ROAD",20678
521,FREDERICK,9735,['http://www.frederick.edu/'],FREDERICK COMMUNITY COLLEGE,['301-846-2522'],MD,7932 OPOSSUMTOWN PIKE,21702
522,HAGERSTOWN,9163,['http://www.hagerstowncc.edu/'],HAGERSTOWN COMMUNITY COLLEGE,['301-790-2800 X305'],MD,11400 ROBINWOOD DR,21742
523,BEL AIR,9164,['http://www.harford.edu/testing/'],HARFORD COMMUNITY COLLEGE,['443-412-2352'],MD,401 THOMAS RUN RD,21015
524,COLUMBIA,8964,['http://www.howardcc.edu/'],HOWARD COMMUNITY COLLEGE,['443-518-1280'],MD,10901 LITTLE PATUXENT PKWY,21044
525,BALTIMORE,9822,['http://maalotbaltimore.org/'],MAALOT-BALTIMORE-ZAIDNER INSTITUTE,['410-358-3144'],MD,6602 PARK HEIGHTS AVENUE,21215
526,FREDERICK,8496,['http://www.msmary.edu/'],MOUNT SAINT MARY'S UNIVERSITY,['301-682-8315'],MD,"OFFICE OF CONTINUING EDUCATION, 5350 SPECTRUM DRIVE, SUITE A",21703
527,BALTIMORE,9762,[],NER ISRAEL RABBENICAL COLLEGE,['410-484-7807'],MD,400 MOUNT WILSON LANE,21208
528,BALTIMORE,9726,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['410-238-9007'],MD,"9920 FRANKLIN SQUARE DRIVE, SUITE 200",21236
529,OWINGS MILLS,8897,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['443-394-3400'],MD,"500 REDLAND COURT, SUITE 100",21117
530,ROCKVILLE,9723,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['301-548-5529'],MD,4 RESEARCH PLACEROCKVILLE MD 20850,20850
531,SUITLAND,9724,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['301-423-3600'],MD,"4710 AUTH PLACE, 1ST FLOOR, ROOM 220",20746
532,BALTIMORE,7766,['http://www.ccbcmd.edu/testingappointment'],THE COMMUNITY COLLEGE OF BALTIMORE COUNTY - CATONSVILLE CAMPUS,['(443) 840-1594'],MD,800 SOUTH ROLLING ROAD,21228
533,BALTIMORE,8007,['http://www.ccbcmd.edu/testingappointment'],THE COMMUNITY COLLEGE OF BALTIMORE COUNTY - ESSEX CAMPUS,['(443) 840-3772'],MD,7201 ROSSVILLE BOULEVARD,21237
534,ANDREWS AFB,7101,['http://www.umuc.edu/'],UMUC - JOINT BASE ANDREWS,['(301) 887-7183'],MD,1413 ARKANSAS ROAD,20762
535,FORT MEADE,7253,['http://www.umuc.edu/'],UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE,['301-621-9882'],MD,BUILDING 8601 ZIMBORSKI AVENUE,20755
536,LARGO,8338,['http://www.umuc.edu/'],UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE,['240-684-2166'],MD,1616 MCCORMICK DRIVE,20774
537,ELKRIDGE,7332,['http://www.umuc.edu/'],UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - DORSEY STATION CENTER,['443-459-3500'],MD,6865 DEERPATH ROAD,21075
538,AUBURN,8603,['http://www.cmcc.edu/'],CENTRAL MAINE COMMUNITY COLLEGE,['(207) 755-5450'],ME,1250 TURNER ST,04210
539,PRESQUE ISLE,8982,['https://www.nmcc.edu'],NORTHERN MAINE COMMUNITY COLLEGE,['(207) 760-1125'],ME,33 EDGEMONT DRIVE,04769
540,STANDISH,8668,['http://www.sjcme.edu///'],ST. JOSEPH'S COLLEGE,['207-893-7816'],ME,278 WHITES BRIDGE RD,04084
541,FORT KENT,9354,['http://www.umfk.maine.edu/'],UNIVERSITY OF MAINE,['207-834-2346'],ME,23 UNIVERSITY DRIVE,04743
542,AUGUSTA,8612,['http://www.maine.edu/'],UNIVERSITY OF MAINE,['207-621-3144'],ME,46 UNIVERSITY DR,04330
543,PORTLAND,9553,['http://www.usm.maine.edu/'],UNIVERSITY OF SOUTHERN MAINE,['(207) 780-4578'],ME,240 LUTHER BONNEY HALL - TESTING CENTER,04104
544,WELLS,9207,['http://www.yccc.edu'],YORK COUNTY COMMUNITY COLLEGE,['(207) 216-4324'],ME,112 COLLEGE DRIVE,04090
545,ALPENA,9623,['http://www.alpenacc.edu/'],ALPENA COMMUNITY COLLEGE,['(989) 358-7209'],MI,665 JOHNSON STREET,49707
546,BERRIEN SPRINGS,9572,['http://www.andrews.edu/'],ANDREWS UNIVERSITY,['269-471-3470'],MI,123 BELL HALL,49104
547,FLINT,8997,['http://www.baker.edu/'],BAKER COLLEGE,['(800) 964-4299'],MI,1050 WEST BRISTOL ROAD,48507
548,MOUNT PLEASANT,9084,['http://www.cmich.edu/'],CENTRAL MICHIGAN UNIVERSITY,['989-774-1092'],MI,260 W. HOPKINS COURT,48859
549,LIVONIA,9918,['http://www.davenport.edu/'],DAVENPORT UNIVERSITY,"['734-943-2800', '800-585-0575']",MI,19499 VICTOR PARKWAY,48152
550,LANSING,8296,['http://www.davenport.edu/'],DAVENPORT UNIVERSITY - LANSING CAMPUS,['(517) 367-8240'],MI,200 S. GRAND AVENUE,48933
551,GRAND RAPIDS,8413,['http://www.davenport.edu/'],DAVENPORT UNIVERSITY W.A. LETTINGA CAMPUS,['(616) 554-5614'],MI,6191 KRAFT AVENUE,49512
552,WARREN,9564,['http://www.davenport.edu/'],DAVENPORT UNIVERSITY - WARREN CAMPUS,['(586) 620-4027'],MI,27650 DEQUINDRE RD,48092
553,UNIVERSITY CENTER,9125,['http://www.delta.edu/'],DELTA COLLEGE,['517-686-9531'],MI,"1961 DELTA ROAD, D-101",48710
554,KALAMAZOO,8665,['https://www.kvcc.edu/'],KALAMAZOO VALLEY COMMUNITY COLLEGE,['269-488-4490'],MI,6767 WEST &QUOT;O&QUOT; AVE,49003
555,BATTLE CREEK,8187,['http://www.kellogg.edu/'],KELLOGG COMMUNITY COLLEGE,['269-965-3931'],MI,450 NORTH AVENUE,49017
556,GRAYLING,9578,['http://www.kirtland.edu/'],KIRTLAND COMMUNITY COLLEGE,['(989) 275-5000'],MI,4800 W 4 MILE ROAD,49738
557,OAK PARK,8688,[],MAALOT DETROIT - DIVISION OF NEVE YERUSHALAYIM COLLEGE,['248-557-3185'],MI,14390 WEST TEN MILE ROAD,48237
558,WARREN,9419,"['http://www.macomb.edu/', 'http://testing@macomb.edu']",MACOMB COMMUNITY COLLEGE,['(586) 445-7001'],MI,"14500 E. 12 MILE ROAD, S/J305-8",48088
559,LIVONIA,9581,['http://www.madonna.edu/'],MADONNA UNIVERSITY,['734-432-5323'],MI,36600 SCHOOLCRAFT RD,48150
560,EAST LANSING,8871,['http://www.testingoffice.msu.edu/'],MICHIGAN STATE UNIVERSITY,['517-355-8278'],MI,556 EAST CIRCLE DRIVE ROOM 237,48824
561,PETOSKEY,9077,['http://www.ncmich.edu/'],NORTH CENTRAL MICHIGAN COLLEGE,['231-348-6613'],MI,1515 HOWARD ST,49770
562,TRAVERSE CITY,9658,['https://www.nmc.edu/'],NORTHWESTERN MICHIGAN COLLEGE,['800-748-0566'],MI,1701 E FRONT STREET,49686
563,LIVONIA,8059,['http://www.schoolcraft.edu/'],SCHOOLCRAFT COLLEGE,['734-462-4806'],MI,18600 HAGGERTY RD,48152
564,DOWAGIAC,9321,['http://www.swmich.edu/'],SOUTHWESTERN MICHIGAN COLLEGE,"['(269) 782-1347', '(800) 456-8675']",MI,58900 CHERRY GROVE RD,49047
565,SPRING ARBOR,8550,['http://www.arbor.edu/'],SPRING ARBOR UNIVERSITY,['(517) 750-6481'],MI,106 EAST MAIN ST,49283
566,GAYLORD,8913,['http://www.phoenix.edu/'],UNIVERSITY CENTER GAYLORD,['(989) 705-3700'],MI,80 LIVINGSTON BLVD,49735
567,DETROIT,8534,['http://www.udmercy.edu/'],UNIVERSITY OF DETROIT - MERCY,['313-993-1940'],MI,"8200 WEST OUTER DRIVE, 4001 MCNICHOLS",48219
568,SOUTHFIELD,8935,['http://www.phoenix.edu/'],UNIVERSITY OF PHOENIX - DETROIT CAMPUS,['(248) 675-3700'],MI,"26261 EVERGREEN ROAD, SUITE 500",48076
569,DETROIT,9029,['http://www.phoenix.edu/'],UNIVERSITY OF PHOENIX - DOWNTOWN DETROIT LEARNING CENTER,['(248) 675-3701'],MI,1001 WOODWARD AVE,48226
570,ANN ARBOR,9885,['http://www.washtenaw.cc.mi.us/'],WASHTENAW COMMUNITY COLLEGE,['(734) 973-3495'],MI,"4800 EAST HURON RIVER ROAD, SC 230C",48106
571,ALEXANDRIA,8120,['http://www.alextech.edu/'],ALEXANDRIA TECHNICAL AND COMMUNITY COLLEGE,['888-234-1222 X4487'],MN,1601 JEFFERSON ST.,56308
572,CAMBRIDGE,8203,['http://www.anokaramsey.edu/'],ANOKA-RAMSEY COMMUNITY COLLEGE - CAMBRIDGE CAMPUS,['(763) 433-1980'],MN,300 SPIRIT RIVER DRIVE SOUTH,55008
573,COON RAPIDS,7903,['http://www.anokaramsey.edu/'],ANOKA-RAMSEY COMMUNITY COLLEGE - COON RAPIDS CAMPUS,['(763) 433-1180'],MN,11200 MISSISSIPPI BOULEVARD NW,55433
574,ST. PAUL,8783,['https://www.bethel.edu/adult-undergrad/academics/ways-to-earn-credit/exam-credits/'],BETHEL UNIVERSITY,['(651) 635-8777'],MN,3900 BETHEL DRIVE,55112
575,DULUTH,9110,['http://www.css.edu/'],COLLEGE OF ST. SCHOLASTICA,['218-723-6464'],MN,1200 KENWOOD,55811
576,GRAND MARAIS,9693,[],COOK COUNTY HIGHER EDUCATION,['218-387-3411'],MN,300 WEST 3RD STREET,55604
577,ROCHESTER,7721,['http://www.crossroadscollege.edu/'],CROSSROADS COLLEGE,['507-535-3318'],MN,920 MAYOWOOD ROAD SW,55902
578,DULUTH,9383,['http://www.lsc.edu/lifelonglearning/creditforpriorlearning/index.cfm'],LAKE SUPERIOR COLLEGE,['(218) 733-7784'],MN,"2101 TRINITY ROAD, E-1006",55811
579,EAGAN,8382,[],NORTHWEST TECHNICAL INSTITUTE,['952 944 0080'],MN,"950 BLUE GENTIAN ROAD, STE 500",55121
580,ROCHESTER,7783,['http://www.rctc.edu/'],ROCHESTER COMMUNITY TECH COLLEGE,['507-536-5603'],MN,851 30TH AVE SE,55904
581,MARSHALL,8006,['http://www.smsu.edu/'],SOUTHWEST MINNESOTA STATE UNIVERSITY,['507-537-7150'],MN,"1501 STATE STREET, BELLOW ACADEMIC 156",56258
582,MORRIS,9988,['http://www.morris.umn.edu/services/testcenter/'],UNIVERSITY OF MINNESOTA - MORRIS,['320-589-6060'],MN,"235 BEHMLER HALL, 600 EAST 4TH STREET",56267
583,ST. PAUL,8060,['http://www.unwsp.edu'],UNIVERSITY OF NORTHWESTERN - ST. PAUL,['651-631-5263'],MN,"FOCUS, 3003 SNELLING AVENUE NORTH",55113
584,WINONA,9393,['http://www.winona.msus.edu/'],WINONA STATE UNIVERSITY,['507-457-5100'],MN,175 W. MARK ST.,55987
585,ROCHESTER,8842,['http://www.winona.edu/rochester/'],WINONA STATE UNIVERSITY,['507-285-7210'],MN,859 30TH AVE SE,55904
586,SPRINGFIELD,8609,['http://www.cbcag.edu/'],CENTRAL BIBLE COLLEGE,['417-833-2551'],MO,3000 N. GRANT,65803
587,FAYETTE,8756,['http://www.centralmethodist.edu/'],CENTRAL METHODIST UNIVERSITY,['(660) 248-6211'],MO,411 CMU SQUARE,65203
588,SPRINGFIELD,9423,['http://www.ccis.edu/nationwide/springfield/'],COLUMBIA COLLEGE,['417-881-4466'],MO,"SPRINGFIELD CAMPUS, 3271 E. BATTLEFIELD ROAD, SUITE 250",65804
589,COLUMBIA,9112,['http://www.ccis.edu/'],COLUMBIA COLLEGE,['573-875-4569'],MO,1001 ROGERS STREET,65216
590,JEFFERSON CITY,9860,['http://www.ccis.edu/nationwide/jeffcity/'],COLUMBIA COLLEGE,['573-634-3250'],MO,3314 EMERALD LAKE,65109
591,ROLLA,9537,['http://www.ccis.edu/nationwide/rolla/'],COLUMBIA COLLEGE,"['573-341-3350', '800-303-0038']",MO,PO BOX 1701,65402
592,FORT LEONARD WOOD,7209,['http://www.ccis.edu/nationwide/ftwood/'],COLUMBIA COLLEGE,['573-329-4050'],MO,268 CONSTITUTION STREET,65473
593,KANSAS CITY,9861,['http://www.ccis.edu/nationwide/kansascity/'],COLUMBIA COLLEGE-KANSAS CITY,['(816) 795-1515'],MO,"4240 BLUE RIDGE BLVD, SUITE 400",64133
594,ST LOUIS,7785,['http://www.cuw.edu/'],CONCORDIA UNIVERSITY,['(314) 984-8840'],MO,"10733 SUNSET OFFICE DRIVE , SUITE 425",63127
595,CANTON,9119,['http://www.culver.edu/'],CULVER-STOCKTON COLLEGE,['573-288-6544'],MO,ONE COLLEGE HILL,63435
596,SPRINGFIELD,8965,['http://www.drury.edu/'],DRURY UNIVERSITY,['417-873-7211'],MO,900 NORTH BENTON AVENUE,65802
597,SPRINGFIELD,8167,['http://www.evangel.edu/'],EVANGEL UNIVERSITY,['(417) 865-2815 EX 8269'],MO,111 N. GLENSTONE,65802
598,HANNIBAL,7508,['http://www.hlg.edu/'],HANNIBAL-LAGRANGE UNIVERSITY,['(573) 629-7034'],MO,2800 PALMYRA ROAD,63401
599,ST. LOUIS,8520,['http://www.mobap.edu/'],MISSOURI BAPTIST COLLEGE,['314-392-2310'],MO,ONE COLLEGE PARK DRIVE,63141
600,SPRINGFIELD,8809,['http://www.missouristate.edu/'],MISSOURI STATE UNIVERSITY,['417-836-5116'],MO,901 S. NATIONAL AVENUE,65898
601,ROLLA,9916,['http://www.testcenter.mst.edu/'],MISSOURI UNIVERSITY OF SCIENCE &AMP; TECHNOLOGY,['573-341-4222'],MO,"320 W. 12TH STREET, 202 NORWOOD HALL",65409
602,TRENTON,9022,['http://www.ncmissouri.edu/'],NORTH CENTRAL MISSOURI COLLEGE,['816-359-3948'],MO,1301 MAIN STREET,64683
603,PARKVILLE,9274,['http://new.park.edu/campus-centers/missouri/mo-parkville.html'],PARK UNIVERSITY,['816-584-6887'],MO,8700 NW RIVER PARK DRIVE - #46,64152
604,FT. LEONARD WOOD,8504,['http://new.park.edu/campus-centers/missouri/mo-waynesville.html'],PARK UNIVERSITY,['573-329-2798'],MO,"268 CONSTITUTION STREET, SUITE 11",65473
605,CAPE GIRARDEAU,9435,['http://www.semo.edu/'],SOUTHEAST MISSOURI STATE UNIVERSITY,['(573) 651-2836'],MO,ONE UNIVERSITY PLAZA,63701
606,SEDALIA,9613,['http://www.sfccmo.edu/'],STATE FAIR COMMUNITY COLLEGE,['(660) 530-5818'],MO,"3201 W. 16TH STREET, CHARLES E. YEATER LEARNING CENTER, ROOM 171",65301
607,WHITEMAN AFB,7226,['http://www.sfccmo.edu/'],STATE FAIR COMMUNITY COLLEGE - WHITEMAN AFB,['(660) 796-7476'],MO,"511 SPIRIT BOULEVARD, BUILDING 515, ROOM 246",65305
608,ST. LOUIS,9609,['http://www.stlcc.cc.mo.us/'],ST. LOUIS COMMUNITY COLLEGE,['314-513-4292'],MO,"FLORISSANT VALLEY, 3400 PERSHALL ROAD",63135
609,BRENTWOOD,9178,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['314-817-9129'],MO,"1600 S BRENTWOOD BLVD, SUITE 300",63144
610,KANSAS CITY,9266,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['816-489-4529'],MO,"10450 HOLMES ROAD, SUITE 100",64131
611,WARRENSBURG,9085,['http://www.cmsu.edu/'],UNIVERSITY OF CENTRAL MISSOURI,['660-543-4919'],MO,,64093
612,COLUMBIA,8838,['http://www.missouri.edu/'],UNIVERSITY OF MISSOURI,['573-882-4801'],MO,205 PARKER HALL,65211
613,ST. LOUIS,8620,['http://www.umsl.edu/'],UNIVERSITY OF MISSOURI - ST. LOUIS,['314-516-5198'],MO,"8001 NATURAL BRIDGE ROAD, TOWER 507",63121
614,ST. LOUIS,9991,['http://www.webster.edu/'],WEBSTER UNIVERSITY,['314-961-2660 X7620'],MO,470 EAST LOCKWOOD,63119
615,KANSAS CITY,9990,['http://www.webster.edu/'],WEBSTER UNIVERSITY,['816-444-2200'],MO,"1200 EAST 104TH STREET, SUITE 100",64131
616,JACKSON,8243,['http://www.bellhaven.edu/'],BELHAVEN COLLEGE,['601-968-8880'],MS,"**THIS LOCATION ONLY TESTS TO ENROLLED STUDENTS**, 4780 I-55 NORTH, SUITE 125,",39211
617,SOUTHAVEN,8697,['http://www.belhaven.edu/'],BELLHAVEN UNIVERSITY,['(662) 469-5387'],MS,"7111 SOUTHCREST PARKWAY, SUITE 105",38671
618,BLUE MOUNTAIN,8652,['http://www.bmc.edu'],BLUE MOUNTAIN COLLEGE,['(662) 685-4771'],MS,201 WEST MAIN STREET,38610
619,GULFPORT,7233,['http://military.coastline.edu/'],COASTLINE COMMUNITY COLLEGE,['(228) 871-3439'],MS,14109 FOX HILL DRIVE,39503
620,RAYMOND,7315,['http://www.hindscc.edu/'],HINDS COMMUNITY COLLEGE,['800-446-3722'],MS,,37154
621,RAYMOND,8996,['http://www.hindscc.edu/'],HINDS COMMUNITY COLLEGE,['601-857-3852'],MS,"505 MAIN STREET, P.O. BOX 1100",39154
622,ELLISVILLE,8988,['http://www.jcjc.edu/'],JONES COUNTY JUNIOR COLLEGE,['601-477-4025'],MS,1000 COURT STREET,39437
623,MERIDIAN,7193,['http://www.meridian.edu/'],MERIDIAN COMMUNITY COLLEGE,['601-484-8724'],MS,910 HIGHWAY 19 NORTH,39307
624,COLUMBUS AFB,7310,[],SAINT LEO UNIVERSITY,['662-434-8844'],MS,"ADDRESS 680 SEVENTH STREET, BLDG. 926, ROOM 120",39710
625,JACKSON,7980,['http://www.strayer.edu/'],STRAYER UNIVERSITY,['601-718-5829'],MS,"460 BRIARWOOD DRIVE, SUITE 200",39206
626,KEESLER AFB,7355,['http://www.wbu.edu/'],WAYLAND BAPTIST UNIVERSITY,[],MS,500 FISHER STREET,39534
627,GREAT FALLS,9472,['http://students.gfcmsu.edu/testing/'],GREAT FALLS COLLEGE - MONTANA STATE UNIVERSITY,['(406) 268-3371'],MT,2100 16TH AVENUE SOUTH,59405
628,MILES CITY,8950,['http://www.milescc.edu/'],MILES COMMUNITY COLLEGE,['406-232-3031'],MT,2715 DICKINSON,59301
629,WEST PLAINS,8953,['http://wp.missouristate.edu'],MISSOURI STATE UNIVERSITY - WEST PLAINS,['(417) 255-7943'],MT,304 W. TRISH KNIGHT ST.,65775
630,BUTTE,8585,['http://www.mtech.edu/'],MONTANA TECH OF THE UNIVERSITY OF MONTANA,['406-496-4477'],MT,1300 WEST PARK STREET,59701
631,MISSOULA,8129,['http://www.umt.edu/'],UNIVERSITY OF MONTANA,['406-243-6257'],MT,LODGE 231 CAMPUS DRIVE,59812
632,ST. LOUIS,9831,['http://www.phoenix.edu'],UNIVERSITY OF PHOENIX,['(314) 687-1329'],MT,"211 N. BROADWAY, SUITE 900",63102
633,DURHAM,9358,['http://www.hsbenterprise.org/'],A PLUS TESTING &AMP; ASSESSMENT CENTER - DURHAM SITE,['(866) 443-6448'],NC,"200 MEREDITH DRIVE, SUITE 106",27713
634,EAST BEND,8037,['http://www.brewertesting.com/'],BREWER TESTING SERVICES,['336-699-3997'],NC,2853 DAVIS ROAD,27018
635,POPE AFB,7300,['http://www.campbellfortbragg.com/index.htm'],CAMPBELL UNIVERSITY,['910-436-3242'],NC,384 MAYNARD ST,28308
636,FORT BRAGG,7365,['http://www.campbellfortbragg.com/index.htm'],CAMPBELL UNIVERSITY,['910-436-3242'],NC,PO BOX 7365,28307
637,BLUES CREEK,9081,['http://www.campbell.edu/academics/registrar/registrar-policies.html#dantes_subject_standardized_tests_(dssts)'],CAMPBELL UNIVERSITY-FORT BRAGG,['910-893-1278'],NC,PO BOX 1135,27506
638,HAVELOCK,7319,['http://www.cravencc.edu/'],CRAVEN COMMUNITY COLLEGE,['252-444-6000'],NC,305 CUNNINGHAM BLVD,28532
639,GREENVILLE,9588,['http://www.ecu.edu/testingcenter/'],EAST CAROLINA UNIVERSITY,['252-328-6811'],NC,102-D BREWSTER BUILDING,27858
640,FAYETTEVILLE,9145,['http://www.uncfsu.edu/'],FAYETTEVILLE STATE UNIVERSITY,"['910-672-1302', '910-672-1299']",NC,1200 MURCHISON ROAD,28301
641,GREENSBORO,8616,['http://www.gborocollege.edu/'],GREENSBORO COLLEGE,['336-272-7102 X259'],NC,815 WEST MARKET,27401
642,RALEIGH,9433,['http://hsbenterprise.org/'],HSB ENTERPRISE CORPORATION,['(866) 443-6448'],NC,"1100 LOGGER COURT, BUILDING E-101",27609
643,KENANSVILLE,8581,['http://www.sprunt.edu/'],JAMES SPRUNT COMMUNITY COLLEGE,['910-296-2506'],NC,PO BOX 398,28349
644,SMITHFIELD,9426,['http://www.johnston.edu/'],JOHNSTON COMMUNITY COLLEGE,['919-209-2088'],NC,245 COLLEGE ROAD,27577
