NoName,Address,City,State,Zip,id,link,name,phone,AUTO_UNIQUE_ID_2017-12-10_leogodin217_dsst-locations,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
797,"303 S. GRANT AVEPHILLIPS HALL, FIRST FLOOR",COLUMBUS,OH,43215,8602,http://www.franklin.edu/,FRANKLIN UNIVERSITY,614) 947-6807,798,USCGeocoder,236,1,4.1,,09ea91d4-80d1-497c-ae36-f24c3e178eb9,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,39.965846,-83.003648,Exact
798,4100 ROCKSIDE ROAD,INDEPENDENCE,OH,2198,9919,http://cleveland.indwes.edu/,INDIANA WESLEYAN UNIVERSITY,216-525-6160,799,USCGeocoder,148,1,4.1,,f19a9020-c40b-4325-88a2-00857451f7b5,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,24975389.5859083,ArealInterpolationGeometricCentroid,City,100,FeatureClassBased,ReturnAll,,CityCentroid,,,0,41.3779795367122,-81.6384802531796,Exact
799,"3455 MILL RUN DRIVE, SUITE 200",HILLIARD,OH,43026,9962,http://www.indwes.edu/,INDIANA WESLEYAN UNIVERSITY,614-529-7550,800,USCGeocoder,29,1,4.1,,c6afcb89-5481-43f1-a2a2-14364a4ff679,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,0,40.0241759,-83.120146,Exact
800,9286 SCHULZE DRIVE,WEST CHESTER,CH,45069,9760,http://www.indwes.edu/,INDIANA WESLEYAN UNIVERSITY,513-881-3600,801,USCGeocoder,86,1,4.1,,14805147-f220-467b-beef-69b1b03e9863,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,15596.423316896,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,39.3205275754881,-84.427952758414,Relaxed
801,151 INNOVATION DRIVE,ELYRIA,OH,44035,9785,http://www.loraincc.edu/,LORAIN COUNTY COMMUNITY COLLEGE,440) 366-7003,802,USCGeocoder,146,1,4.1,,8b213788-2971-45ce-aa3b-15422bbff8ae,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,41.370813,-82.114096,Exact
802,MVNU STUDENTS ONLY1350 GRANVILLE RD,NEWARK,OH,43055,8392,http://www.mvnu.edu/,MOUNT VERNON NAZARENE UNIVERSITY,740-397-8682 X6200,803,USCGeocoder,6,1,4.1,,4f55b357-f369-4d16-ab14-9c80b20eb6b0,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,40.116667,-82.433333,Exact
803,MVNU STUDENTS ONLY890 W. FOURTH STREET,MANSFIELD,OH,44906,8933,http://www.mvnu.edu,MOUNT VERNON NAZARENE UNIVERSITY,419-529-2131,804,USCGeocoder,6,1,4.1,,778a922e-7545-4635-babb-4eb9a0b303a6,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,40.764961,-82.565848,Exact
804,"5150 E DUBLIN GRANVILLE RD, SUITE 120",COLUMBUS,OH,43081,8359,http://www.mvnu.edu/,MOUNT VERNON NAZARENE UNIVERSITY,740-397-6862 X6000,805,USCGeocoder,97,1,4.1,,1e0f5e3e-ec6d-460d-9059-84358e7fb537,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,23590.9812051058,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,40.0795798847968,-82.8532675811486,Relaxed
805,800 MARTINSBURG ROAD,MT,VE,43050,8442,http://www.mvnu.edu/,MOUNT VERNON NAZARENE UNIVERSITY,740-392-6868 X4230,806,USCGeocoder,56,1,4.1,,3d754c27-19d7-4dd7-855e-c210698d6348,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,0,40.3726972,-82.4699256,Exact
806,163 STORMONT STREET,NEW CONCORD,CO,43762,8314,http://www.muskingum.edu/,MUSKINGUM UNIVERSITY,740-826-8164,807,USCGeocoder,160,1,4.1,,3eb6f380-5b5f-4d23-82ce-120578804d51,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,40.019934,-81.751659,Exact
807,"281 WEST LANE AVENUE, 585 STUDENT ACADEMIC SERVICES BUILDING",COLUMBUS,OH,43210,9264,http://www.testing.osu.edu/,OHIO STATE UNIVERSITY,614-292-2241,808,USCGeocoder,127,1,4.1,,b1ea20a1-7942-4f0d-8cf2-60046bacd280,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2558.86669432267,LinearInterpolationAddressRange,StreetSegment,92.0118343195266,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.0062709195276,-83.0172417352678,Relaxed
808,"WRIGHT-PATT AFB CAMPUS, 2130 FIFTH STREET, BUILDING 50, AREA B",WPAFB,OH,45433,7184,http://new.park.edu/campus-centers/ohio/oh-dayton.html,PARK UNIVERSITY,937-904-4806,809,USCGeocoder,5,1,4.1,,bca891d7-b3b1-4959-9b93-887b3c6b2ed5,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,39.791449,-84.068804,Exact
809,"22730 FAIRVIEW CENTER DRIVE, SUITE 150",FAIRVIEW PARK,PA,44126,7753,http://www.strayer.edu/,STRAYER UNIVERSITY,440-471-6329,810,USCGeocoder,137,1,4.1,,35fb5eba-aeba-48b6-9eca-77c206b9a321,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,41.446483,-81.856757,Exact
810,"4605 DUKE DR, SUITE 700",MASON,OH,45040,7950,http://www.strayer.edu/,STRAYER UNIVERSITY,513-234-6429,811,USCGeocoder,75,1,4.1,,3b8b4459-93f4-4ca7-9d74-b3b658b1d32a,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,40620.0964883566,ArealInterpolationGeometricCentroid,Parcel,98.9940828402367,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,39.3018219740128,-84.3070820123934,Relaxed
811,51 PARK WEST BOULEVARD,AKRON,OH,44320,7925,http://www.strayer.edu/,STRAYER UNIVERSITY,330-734-6729,812,USCGeocoder,130,1,4.1,,05d1d569-c97e-43da-9ff5-c0d304b7e409,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,41.081335,-81.573558,Exact
812,2135 DANA AVENUE,CINCINNATI,OH,45207,7776,http://www.strayer.edu/,STRAYER UNIVERSITY,513-878-3129,813,USCGeocoder,74,1,4.1,,892890a5-f797-44b2-a0bf-e77398e513d4,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,810.268027324229,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,39.14532594164,-84.4598482313425,Exact
813,"2600 PARAMOUNT PLACE, SUITE 300",FAIRBORN,OH,45324,9493,http://www.strayer.edu/,STRAYER UNIVERSITY,937.306.4500,814,USCGeocoder,29,1,4.1,,6878b83b-4795-4c71-85ae-b15e3f25d1bd,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,AddressPoint,,,0,39.7763864,-84.0557213,Exact
814,"2225 NEBRASKA AVENUE, ROOM AS1200, SCOTT PARK CAMPUS MS458",TOLEDO,OH,43607,8900,http://www.utoledo.edu/,THE UNIVERSITY OF TOLEDO,419-530-3266,815,USCGeocoder,213,1,4.1,,fbfc0d68-742e-4a2a-94fc-48d2b87ca5ab,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,41.650995,-83.603793,Exact
815,440 EAST MCMILLAN ST,CINCINNATI,OH,1925,8190,http://www.myunion.edu/,UNION INSTITUTE & UNIVERSITY,513-861-6400,816,USCGeocoder,85,1,4.1,,b9870feb-78f1-4ed9-8e3f-254c68fae4e5,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,7523.71540896595,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,39.1269826058321,-84.5002752784638,Relaxed
816,"277 EAST BUCHTEL AVENUE, SIMMONS HALL, ROOM 304",AKRON,OH,4303,9347,http://www.uakron.edu/,UNIVERSITY OF AKRON,330-972-7084,817,USCGeocoder,83,1,4.1,,19cbb04d-5f28-49d5-99aa-7c515c806965,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1294.08559366933,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,41.0783661523248,-81.5114744568549,Relaxed
817,2618 MCMICKEN CIRCLE100 UNIVERSITY PAVILION,CINCINNATI,OH,45221,8626,http://www.uc.edu/,UNIVERSITY OF CINCINNATI,513) 556-7173,818,USCGeocoder,165,1,4.1,,df7b0a52-e4ea-479b-a0b2-217ba29e44af,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,39.13032,-84.516932,Exact
818,4200 CLERMONT COLLEGE DRIVE,BATAVIA,OH,45103,8722,http://www.ucclermont.edu/students/test_center,UNIVERSITY OF CINCINNATI - CLERMONT COLLEGE,513) 558-5364,819,USCGeocoder,72,1,4.1,,9669dad5-7755-4cf0-90d9-0758f74dba15,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,14176.2689822912,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,39.08294348983,-84.1973230102788,Exact
819,"300 COLLEGE PARK, GOSIGER HALL, ROOM 127",DAYTON,OH,910,8412,http://www.udayton.edu/,UNIVERSITY OF DAYTON,937-229-3277,820,USCGeocoder,157,1,4.1,,79f321d6-ed9a-4574-9384-54c60c6eaf46,10,POBoxZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,18.442966,-66.071521,Exact
820,2623 SOUTH ARLINGTON RD,AKRON,OH,2044,8259,http://www.walsh.edu/,WALSH UNIVERSITY,330-490-7293,821,USCGeocoder,146,1,4.1,,cbd4ec5f-bcf4-4329-a5ae-c880073a6d7f,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,42.242484,-70.892883,Exact
821,"TESTING CENTER - 233 MESHEL HALL, ONE UNIVERSITY PLAZA",YOUNGSTOWN,OH,44555,8650,http://www.ysu.edu/,YOUNGSTOWN STATE UNIVERSITY,330) 941-1343,822,USCGeocoder,6,1,4.1,,e2b07160-eae8-4062-8ed0-5212a19ad734,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,41.101415,-80.643558,Exact
822,2800 WEST GORE,LAWTON,OK,73505,9080,http://www.cameron.edu/,CAMERON UNIVERSITY,580-581-2212,823,USCGeocoder,120,1,4.1,,837a6ad4-d122-49c3-99dc-9b3e6b938217,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1541.25702729897,LinearInterpolationAddressRange,StreetSegment,97.0414201183432,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.6087718505486,-98.4345692440428,Relaxed
823,1507 S. MCKENNA,POTEAU,OK,74953,7966,http://www.carlalbert.edu/,CARL ALBERT STATE COLLEGE,918-647-1316,824,USCGeocoder,116,1,4.1,,f014e698-3006-4849-8e36-cc62df3daddb,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1161.37809001296,LinearInterpolationAddressRange,StreetSegment,97.0414201183432,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,35.0410177450557,-94.6355347936961,Relaxed
824,"4301 NW KOEHLER LOOP, BUILDING 3281",FORT SILL,SI,5100,7181,http://www.ccis.edu/nationwide/ftsill/,COLUMBIA COLLEGE,580-353-7884,825,USCGeocoder,62,1,4.1,,ef63407d-6342-4eb6-a015-3a8077deafbc,99,Unmatchable,ExceptionOccurred,LOCATION_TYPE_UNKNOWN,Unknown,NotAttempted,-1,NotAttempted,Unknown,0,FeatureClassBased,ReturnAll,,Unmatchable,,,0,0,0,
825,1301 WEST MAIN STREET,WILBURTON,OK,74578,8916,http://www.eosc.cc.ok.us/,EASTERN OKLAHOMA STATE COLLEGE,918-465-2361,826,USCGeocoder,136,1,4.1,,8ac65b5c-64c1-4f1f-b1a8-d16ae1e720d7,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2072.37705750315,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.9130850181132,-95.335101658367,Exact
826,NATIONAL AMERICAN UNIVERSITY,8040 S,SH,,8342,918-879-8400,NATIONAL AMERICAN UNIVERSITY,"TULSA, OK   74133",827,USCGeocoder,7,1,4.1,,ec31c958-bd8d-4dbc-9f56-45025f531297,99,Unmatchable,Unmatchable,LOCATION_TYPE_UNKNOWN,Unknown,NotAttempted,-1,NotAttempted,Unmatchable,0,FeatureClassBased,ReturnAll,,Unmatchable,,,0,0,0,
827,700 N. GREENWOOD AVENUE,TULSA,OK,74107,7929,http://www.osu-tulsa.okstate.edu/testingcenter/,OKLAHOMA STATE UNIVERSITY - TULSA,918-594-8231,828,USCGeocoder,129,1,4.1,,b132eafb-0845-4236-88c6-1540d8452706,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6463.16841255157,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,36.1644096026315,-95.9874648006926,Relaxed
828,2201 SILVER LAKE RD,BARTLESVILLE,OK,74006,8411,http://www.okwu.edu/,OKLAHOMA WESLEYAN UNIVERSITY,918-335-6209,829,USCGeocoder,118,1,4.1,,46dd4942-af2b-41ef-acc0-213fe0938f8e,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2506.27761663614,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,36.7174756584225,-95.9533218407327,Exact
829,"1300 COUNTRY CLUB RD, BOX 370",EL RENO,RE,73036,9968,http://www.redlandscc.edu/,REDLANDS COMMUNITY COLLEGE,405-262-2552 X2609,830,USCGeocoder,122,1,4.1,,dc0eb8c2-8625-4b0c-9984-cc4ebed6ade8,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4658.12572750653,LinearInterpolationAddressRange,StreetSegment,97.9289940828402,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,35.5205543439678,-97.9727179354021,Relaxed
830,"TESTING SERVICES, 6420 SE 15TH STREET",MIDWEST CITY,CI,73110,7237,http://www.rose.edu/,ROSE STATE COLLEGE,405) 733-7320,831,USCGeocoder,5,1,4.1,,7bc4ea4d-44dd-486d-9904-ed2064c8cee2,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,35.460687,-97.397356,Exact
831,1900 W. MACARTHUR STREET,SHAWNEE,OK,74804,9312,http://www.stgregorys.edu/,SAINT GREGORY\'S UNIVERSITY,405-878-5310,832,USCGeocoder,126,1,4.1,,0a013ced-1b91-42c2-a4e8-9db92eee7245,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3144.42619308496,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,35.3618203493353,-96.952890153671,Exact
832,8210 EAST REGAL COURT,TULSA,OK,74133,9552,http://snu.edu/,SOUTHERN NAZARENE UNIVERSITY,918) 970-4633,833,USCGeocoder,31,1,4.1,,7e754489-4ebd-4997-bfe8-14d2524470d4,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.1005917159763,FeatureClassBased,ReturnAll,,AddressPoint,,,0,36.0115433,-95.8842516,Relaxed
833,"100 NORTH UNIVERSITY DR, RM 301",EDMOND,OK,5209,9087,http://www.uco.edu/student-affairs/testing/,UNIVERSITY OF CENTRAL OKLAHOMA,405-974-2387,834,USCGeocoder,288,1,4.1,,0f36213d-f12d-4be7-a16e-1297ca1a7d1f,98,Unknown,Success,LOCATION_TYPE_STREET_ADDRESS,Kilometers,ArealInterpolation,181037.341,ArealInterpolationGeometricCentroid,State,100,FeatureClassBased,ReturnAll,,StateCentroid,,,0,35.5693863255172,-97.9483720987474,Exact
834,"NORMAN, OK   73072",405,,1208,9362,https://ouparking.t2hosted.com/cmn/auth_guest.aspx,UNIVERSITY OF OKLAHOMA,http://www.ou.edu/,835,USCGeocoder,10,1,4.1,,bef5ae8b-1058-4f40-96c2-498f9fb0df0c,99,Unmatchable,Unmatchable,LOCATION_TYPE_UNKNOWN,Unknown,NotAttempted,-1,NotAttempted,Unmatchable,0,FeatureClassBased,ReturnAll,,Unmatchable,,,0,0,0,
835,"6501 N. BROADWAY, SUITE 100",OKLAHOMA CITY,CI,73116,8349,http://www.phoenix.edu/,UNIVERSITY OF PHOENIX,405-842-8007,836,USCGeocoder,95,1,4.1,,e276c231-991e-4ead-9f5f-8c441ff4ae31,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,106083.963777035,ArealInterpolationGeometricCentroid,Parcel,98.4023668639053,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,35.7217031288709,-97.4803328714032,Relaxed
836,1727 W. ALABAMA,CHICKASHA,OK,73018,7867,http://www.usao.edu/,UNIVERSITY OF SCIENCE &AMP; ARTS OF OKLAHOMA,405-574-1281,837,USCGeocoder,114,1,4.1,,c2369986-f578-4d58-a06e-4baa941f5257,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1524.07122033922,LinearInterpolationAddressRange,StreetSegment,97.0414201183432,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,35.0335992029457,-97.9554881494514,Relaxed
837,"71 FSS/FSD, 400 YOUNG RD., SUITE 209A",VANCE AFB,AF,73705,7324,http://www.wbu.edu/colleges-in-altus/,WAYLAND BAPTIST UNIVERSITY,580-213-6452,838,USCGeocoder,134,1,4.1,,d1c99b3e-219f-430b-9bbe-70ba9c8d8749,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,36.39552,-97.878,Exact
838,2801 N. MAIN,ALTUS,OK,73521,7223,http://www.wosc.edu/,WESTERN OKLAHOMA STATE COLLEGE,580-477-7921,839,USCGeocoder,87,1,4.1,,c2c1162c-f9d0-420a-9417-20dfbd996c96,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3029.8332325134,LinearInterpolationAddressRange,StreetSegment,97.0414201183432,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.6709341508397,-99.3341542076876,Relaxed
839,"COUNSELING &AMP; ASSESSMENT, ROOM SSC-207, 2801 NORTH MAIN",ALTUS,OK,73521,8856,http://www.western.cc.ok.us/,WESTERN OKLAHOMA STATE COLLEGE,580-477-7714,840,USCGeocoder,6,1,4.1,,20ee0a39-7196-4438-b91b-8c2865fc576c,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,34.642895,-99.327035,Exact
840,LEARNING RESOURCE CENTER RM 230 3201 CAMPUS DRIVE,KLAMATH FALLS,FA,8801,9438,http://www.oit.edu/,OREGON INSTITUTE OF TECHNOLOGY,541) 851-5176,841,USCGeocoder,6,1,4.1,,70ea1e20-5334-4a3c-a75c-fe3e3017bf52,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,40.63128,-74.885604,Exact
841,101 S. BARTLETT,MEDFORD,OR,97501,9404,http://www2.sou.edu/,SOUTHERN OREGON UNIVERSITY - HIGHER EDUCATION CENTER,541) 552-8150,842,USCGeocoder,93,1,4.1,,b9a3acba-6dc4-4a26-aab7-9fc5b365756a,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2479.38046747586,LinearInterpolationAddressRange,StreetSegment,97.0414201183432,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,42.326211193723,-122.870521087859,Relaxed
842,"1140 COLLEGE RD., P.O. BOX 967",ROSEBURG,OR,97470,9976,http://www.umpqua.cc.or.us/,UMPQUA COMMUNITY COLLEGE,541-440-7659,843,USCGeocoder,125,1,4.1,,23efd0a6-2ec1-4270-9fba-0507253e5d15,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,43.223282,-123.36627,Exact
843,"TESTING OFFICE1590 EAST 13TH AVE, RM 270",EUGENE,OR,97403,9961,http://testing.uoregon.edu,UNIVERSITY OF OREGON,541-346-3230,844,USCGeocoder,12,1,4.1,,8ed2bfeb-4ddc-4271-83fe-f38d50a9b6b2,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,44.037363,-123.052143,Exact
844,ADMINISTRATION BUILDING 2185 SE 12TH PLACE,WARRENTON,OR,97146,9592,https://www.vinu.edu/home,VINCENNES UNIVERSITY- U.S. COAST GUARD SECTOR COLUMBIA RIVER,360-478-7202,845,USCGeocoder,5,1,4.1,,f7c0f082-2274-4ef9-b3b7-c9595a9a0923,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,46.146308,-123.920156,Exact
845,"2600 S.E. 98TH AVENUE, STE 200",PORTLAND,OR,97266,8053,http://www.warnerpacific.edu/register-for-exam/,WARNER PACIFIC COLLEGE,503-517-1465,846,USCGeocoder,60,1,4.1,,ccc61b3a-3263-451d-a0fd-09811f3090be,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,7828.50434800982,ArealInterpolationGeometricCentroid,Parcel,94.8520710059172,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,45.5035016590875,-122.562243644391,Relaxed
846,3000 NORTH READING ROAD,ADAMSTOWN,PA,19501,9166,http://www.adamstownarealibrary.org/,ADAMSTOWN AREA LIBRARY (LANCASTER/READING AREA),717) 484-4200,847,USCGeocoder,29,1,4.1,,aee92993-0189-4827-9f68-ab207a12b164,0,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,AddressPoint,,,0,40.2409553,-76.0585519,Relaxed
847,275 SWAMP ROAD,NEWTOWN,PA,18940,9925,http://www.bucks.edu/,BUCKS COUNTY COMMUNITY COLLEGE,215-968-8467,848,USCGeocoder,111,1,4.1,,c060d705-d53b-4d57-b8b2-195aab61d49b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7524.12848694716,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.2342426130672,-74.9527759917738,Exact
848,250 UNIVERSITY AVE,CALIFORNIA,PA,15419,8758,http://www.calu.edu/,CALIFORNIA UNIVERSITY OF PENNSYLVANIA,724-938-1608,849,USCGeocoder,118,1,4.1,,c4482f3e-2461-4ba4-8c2a-a927d3788093,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2330.4006807378,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,40.0668604629901,-79.8857341675938,Exact
