,Address,City,State,Zip,id,link,name,phone
498,723 DOUHET DRIVE ROOM 101,BARKSDALE AFB,AF,71111,7287,http://www.bpcc.edu/testingcenter,BOSSIER PARISH COMMUNITY COLLEGE - BARKSDALE AFB,318) 678-6002
499,7460 COLORADO STREET,FT POLK,PO,71459,7207,http://www.ctcd.edu/,CENTRAL TEXAS COLLEGE,337-537-5202
500,"3864 SEVENTEENTH STREET, SUITE 100",METARIE,LA,70002,8327,http://www.cuw.edu/,CONCORDIA UNIVERSITY WISCONSIN - NEW ORLEANS,504-828-3802
501,615 CITY PARK AVE,NEW ORLEANS,OR,70119,8600,http://www.dcc.edu/,DELGADO COMMUNITY COLLEGE,504-671-5012
502,8100 HIGHWAY 71 SOUTH,ALEXANDRIA,LA,9121,9210,http://www.lsua.edu/,LOUISIANA STATE UNIVERSITY AT ALEXANDRIA,318-427-4492
503,"21454 KOOP DRIVE, THIRD FLOOR",MANDEVILLE,LA,70471,8892,http:// http://www.northshorecollege.edu,NORTHSHORE TECHNICAL COMMUNITY COLLEGE,985) 732-6640 EXT: 177
504,"100 COLLEGE STREET, STUDENT UNION ROOM 306",NATCHITOCHES,LA,71497,8671,http://www.nsula.edu/,NORTHWESTERN STATE UNIVERSITY,318) 357-5246
505,"900 B W. UNIVERSITY AVENUE, ROOM 172",HAMMOND,LA,70402,9540,http://www.selu.edu/,SOUTHEASTERN LOUISIANA UNIVERSITY,985-549-3897
506,3050 MARTIN LUTHER KING DR,SHREVEPORT,LA,71107,8763,http://www.sulsa.edu/,SOUTHERN UNIVERSITY,316-674-3450
507,SOUTHERN UNIVERSITY AT SHREVEPORT,3050 MARTIN LUTHER KING JR,MA,,7948,http://www.susla.edu/,SOUTHERN UNIVERSITY AT SHREVEPORT,"SHREVEPORT, LA   71107"
508,"111 VETERANS MEMORIAL BOULEVARD, SUITE 420",METARIE,LA,70005,7970,http://www.strayer.edu/,STRAYER UNIVERSITY,504-799-1729
509,"ROOM 216, BUSINESS BUILDING, 2000 LAKESHORE DRIVE",NEW ORLEANS,OR,70148,8385,http://www.uno.edu/,UNIVERSITY OF NEW ORLEANS,504-280-8378
510,1350 WEST ST,PITTSFIELD,MA,01201,8531,http://www.berkshire.edu/,BERKSHIRE COMMUNITY COLLEGE,413) 236-1655
511,"10 SHAW ROAD, GROUND FLOOR , MAXWELL LIBRARY",BRIDGEWATER,MA,02325,8204,http://www.bridgew.edu/testingservices/,BRIDGEWATER STATE UNIVERSITY,508) 531-1780
512,"KITTREDGE CENTER, ROOM 204, 303 HOMESTEAD AVENUE",HOLYOKE,MA,01040,8123,http://www.hcc.edu/,HOLYOKE COMMUNITY COLLEGE,413) 552-2112
513,444 GREEN STREET,GARDNER,MA,01440,9238,http://www.mwcc.mass.edu/,MOUNT WACHUSETT COMMUNITY COLLEGE,978-630-9383
514,100 ELLIOT STREET,HAVERHILL,MA,01830,9745,http://www.necc.mass.edu/,NORTHERN ESSEX COMMUNITY COLLEGE - HAVERHILL,978) 556-3872
515,"1 FERNCROFT ROAD, ROOM DB 213",DANVERS,MA,01923,8868,http://www.nscc.mass.edu/,NORTH SHORE COMMUNITY COLLEGE - DANVERS CAMPUS,978) 739-5539
516,300 BROAD STREET,LYNN,MA,01901,7256,http://www.northshore.edu/,NORTH SHORE COMMUNITY COLLEGE - LYNN CAMPUS,978) 739-6682
517,COAST GUARD AIR STATION CAPE COD BLDG.3164,CAPE COD,CO,02542,7352,http://www.post.edu/,POST UNIVERSITY - COAST GUARD AIR STATION CAPE COD,203) 598-6415
518,SUITE 1M4,BOSTON,MA,02129,9993,http://www.springfieldcollege.edu/,SPRINGFIELD COLLEGE,617-242-3025
519,"29 CHENNAULT STREET, BLDG. 1728",HANSCOM,MA,01731,9771,http://www.park.edu/hans,"THE PARK UNIVERSITY, HANSCOM AFB CAMPUS",781) 860-7275
520,"ONE VAN DE GRAAFF DR., STE 300",BURLINGTON,MA,01803,9136,http://www.phoenix.edu/,UNIVERSITY OF PHOENIX,781-265-3813
521,"LEONARDTOWN CAMPUS - TESTING CENTER, 22950 HOLLYWOOD ROAD, BUILDING A, ROOM 103",LEONARDTOWN,MD,20650,8326,http://www.csmd.edu/,COLLEGE OF SOUTHERN MARYLAND,240-725-5340
522,8730 MITCHELL ROAD,LA PLATA,PL,20646,9555,http://www.csmd.edu/,COLLEGE OF SOUTHERN MARYLAND,301-870-3008 X7128
523,"PRINCE FREDERICK CAMPUS, 115 JW WILLIAMS ROAD",PRINCE FREDERICK,FR,20678,7845,http://www.csmd.edu/,COLLEGE OF SOUTHERN MARYLAND,443-550-6000
524,7932 OPOSSUMTOWN PIKE,FREDERICK,MD,21702,9735,http://www.frederick.edu/,FREDERICK COMMUNITY COLLEGE,301-846-2522
525,11400 ROBINWOOD DR,HAGERSTOWN,MD,21742,9163,http://www.hagerstowncc.edu/,HAGERSTOWN COMMUNITY COLLEGE,301-790-2800 X305
526,401 THOMAS RUN RD,BEL AIR,AI,21015,9164,http://www.harford.edu/testing/,HARFORD COMMUNITY COLLEGE,443-412-2352
527,10901 LITTLE PATUXENT PKWY,COLUMBIA,MD,21044,8964,http://www.howardcc.edu/,HOWARD COMMUNITY COLLEGE,443-518-1280
528,6602 PARK HEIGHTS AVENUE,BALTIMORE,MD,21215,9822,http://maalotbaltimore.org/,MAALOT-BALTIMORE-ZAIDNER INSTITUTE,410-358-3144
529,"OFFICE OF CONTINUING EDUCATION, 5350 SPECTRUM DRIVE, SUITE A",FREDERICK,MD,21703,8496,http://www.msmary.edu/,MOUNT SAINT MARY'S UNIVERSITY,301-682-8315
530,NER ISRAEL RABBENICAL COLLEGE,400 MOUNT WILSON LANE,MO,,9762,410-484-7807,NER ISRAEL RABBENICAL COLLEGE,"BALTIMORE, MD   21208"
531,"TESTING OFFERED FOR STRAYER UNIVERSITY STUDENTS ONLY4710 AUTH PLACE, 1ST FLOOR, ROOM 220",SUITLAND,MD,20746,9724,http://www.strayer.edu/,STRAYER UNIVERSITY,301-423-3600
532,"500 REDLAND COURT, SUITE 100",OWINGS MILLS,MI,21117,8897,http://www.strayer.edu/,STRAYER UNIVERSITY,443-394-3400
533,"9920 FRANKLIN SQUARE DRIVE, SUITE 200",BALTIMORE,MD,21236,9726,http://www.strayer.edu/,STRAYER UNIVERSITY,410-238-9007
534,4 RESEARCH PLACEROCKVILLE MD 20850,ROCKVILLE,MD,20850,9723,http://www.strayer.edu/,STRAYER UNIVERSITY,301-548-5529
535,"DSST HOURS (BY APPOINTMENT ONLY)TUESDAYS, WEDNESDAYS AND THURSDAYS10:00AM TO 6:00PM800 SOUTH ROLLING ROAD",BALTIMORE,MD,21228,7766,http://www.ccbcmd.edu/testingappointment,THE COMMUNITY COLLEGE OF BALTIMORE COUNTY - CATONSVILLE CAMPUS,443) 840-1594
536,"DSST HOURS (BY APPOINTMENT ONLY)TUESDAYS, WEDNESDAYS AND THURSDAYS10:00AM TO 6:00PM7201 ROSSVILLE BOULEVARD",BALTIMORE,MD,21237,8007,http://www.ccbcmd.edu/testingappointment,THE COMMUNITY COLLEGE OF BALTIMORE COUNTY - ESSEX CAMPUS,443) 840-3772
537,1413 ARKANSAS ROAD,ANDREWS AFB,AF,20762,7101,http://www.umuc.edu/,UMUC - JOINT BASE ANDREWS,301) 887-7183
538,BUILDING 8601 ZIMBORSKI AVENUE,FORT MEADE,ME,20755,7253,http://www.umuc.edu/,UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE,301-621-9882
539,1616 MCCORMICK DRIVE,LARGO,MD,20774,8338,http://www.umuc.edu/,UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE,240-684-2166
540,6865 DEERPATH ROAD,ELKRIDGE,MD,21075,7332,http://www.umuc.edu/,UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE - DORSEY STATION CENTER,443-459-3500
541,"1250 TURNER STJALBERT HALL, ROOM 300",AUBURN,ME,04210,8603,http://www.cmcc.edu/,CENTRAL MAINE COMMUNITY COLLEGE,207) 755-5450
542,33 EDGEMONT DRIVE,PRESQUE ISLE,IS,04769,8982,https://www.nmcc.edu,NORTHERN MAINE COMMUNITY COLLEGE,207) 760-1125
543,278 WHITES BRIDGE RD,STANDISH,ME,5263,8668,http://www.sjcme.edu///,ST. JOSEPH'S COLLEGE,207-893-7816
544,46 UNIVERSITY DR,AUGUSTA,ME,9410,8612,http://www.maine.edu/,UNIVERSITY OF MAINE,207-621-3144
545,23 UNIVERSITY DRIVE,FORT KENT,KE,04743,9354,http://www.umfk.maine.edu/,UNIVERSITY OF MAINE,207-834-2346
546,96 FAIRMONT STREET240 LUTHER BONNEY HALL - TESTING CENTER,PORTLAND,ME,9300,9553,http://www.usm.maine.edu/,UNIVERSITY OF SOUTHERN MAINE,207) 780-4578
547,112 COLLEGE DRIVE,WELLS,ME,04090,9207,http://www.yccc.edu,YORK COUNTY COMMUNITY COLLEGE,207) 216-4324
548,665 JOHNSON STREET,ALPENA,MI,49707,9623,http://www.alpenacc.edu/,ALPENA COMMUNITY COLLEGE,989) 358-7209
549,123 BELL HALL,BERRIEN SPRINGS,SP,49104,9572,http://www.andrews.edu/,ANDREWS UNIVERSITY,269-471-3470
550,1050 WEST BRISTOL ROAD,FLINT,MI,48507,8997,http://www.baker.edu/,BAKER COLLEGE,800) 964-4299
551,260 W. HOPKINS COURT,MOUNT PLEASANT,PL,48859,9084,http://www.cmich.edu/,CENTRAL MICHIGAN UNIVERSITY,989-774-1092
552,"LIVONIA, MI   48152",734,,2800,9918,http://www.davenport.edu/,DAVENPORT UNIVERSITY,800-585-0575
553,200 S. GRAND AVENUE,LANSING,MI,48933,8296,http://www.davenport.edu/,DAVENPORT UNIVERSITY - LANSING CAMPUS,517) 367-8240
554,6191 KRAFT AVENUE,GRAND RAPIDS,RA,49512,8413,http://www.davenport.edu/,DAVENPORT UNIVERSITY W.A. LETTINGA CAMPUS,616) 554-5614
555,27650 DEQUINDRE RD,WARREN,MI,5209,9564,http://www.davenport.edu/,DAVENPORT UNIVERSITY - WARREN CAMPUS,586) 620-4027
556,"1961 DELTA ROAD, D-101",UNIVERSITY CENTER,CE,48710,9125,http://www.delta.edu/,DELTA COLLEGE,517-686-9531
557,6767 WEST &QUOT;O&QUOT; AVE,KALAMAZOO,MI,4070,8665,https://www.kvcc.edu/,KALAMAZOO VALLEY COMMUNITY COLLEGE,269-488-4490
558,450 NORTH AVENUE,BATTLE CREEK,CR,3397,8187,http://www.kellogg.edu/,KELLOGG COMMUNITY COLLEGE,269-965-3931
559,4800 W 4 MILE ROAD,GRAYLING,MI,49738,9578,http://www.kirtland.edu/,KIRTLAND COMMUNITY COLLEGE,989) 275-5000
560,MAALOT DETROIT - DIVISION OF NEVE YERUSHALAYIM COLLEGE,14390 WEST TEN MILE ROAD,WE,,8688,248-557-3185,MAALOT DETROIT - DIVISION OF NEVE YERUSHALAYIM COLLEGE,"OAK PARK, MI   48237"
561,"WARREN, MI   48088",586,,7001,9419,http://testing@macomb.edu,MACOMB COMMUNITY COLLEGE,http://www.macomb.edu/
562,36600 SCHOOLCRAFT RD,LIVONIA,MI,48150,9581,http://www.madonna.edu/,MADONNA UNIVERSITY,734-432-5323
563,556 EAST CIRCLE DRIVE ROOM 237,EAST LANSING,LA,48824,8871,http://www.testingoffice.msu.edu/,MICHIGAN STATE UNIVERSITY,517-355-8278
564,1515 HOWARD ST,PETOSKEY,MI,49770,9077,http://www.ncmich.edu/,NORTH CENTRAL MICHIGAN COLLEGE,231-348-6613
565,1701 E FRONT STREET,TRAVERSE CITY,CI,49686,9658,https://www.nmc.edu/,NORTHWESTERN MICHIGAN COLLEGE,800-748-0566
566,18600 HAGGERTY RD,LIVONIA,MI,48152,8059,http://www.schoolcraft.edu/,SCHOOLCRAFT COLLEGE,734-462-4806
567,"DOWAGIAC, MI   49047",269,,1347,9321,http://www.swmich.edu/,SOUTHWESTERN MICHIGAN COLLEGE,800) 456-8675
568,106 EAST MAIN ST,SPRING ARBOR,AR,49283,8550,http://www.arbor.edu/,SPRING ARBOR UNIVERSITY,517) 750-6481
569,80 LIVINGSTON BLVD,GAYLORD,MI,49735,8913,http://www.phoenix.edu/,UNIVERSITY CENTER GAYLORD,989) 705-3700
570,"8200 WEST OUTER DRIVE, 4001 MCNICHOLS",DETROIT,MI,0900,8534,http://www.udmercy.edu/,UNIVERSITY OF DETROIT - MERCY,313-993-1940
571,"26261 EVERGREEN ROAD, SUITE 500",SOUTHFIELD,MI,48076,8935,http://www.phoenix.edu/,UNIVERSITY OF PHOENIX - DETROIT CAMPUS,248) 675-3700
572,1001 WOODWARD AVE,DETROIT,MI,48226,9029,http://www.phoenix.edu/,UNIVERSITY OF PHOENIX - DOWNTOWN DETROIT LEARNING CENTER,248) 675-3701
573,"4800 EAST HURON RIVER ROAD, SC 230C",ANN ARBOR,AR,48106,9885,http://www.washtenaw.cc.mi.us/,WASHTENAW COMMUNITY COLLEGE,734) 973-3495
574,1601 JEFFERSON ST.,ALEXANDRIA,MN,56308,8120,http://www.alextech.edu/,ALEXANDRIA TECHNICAL AND COMMUNITY COLLEGE,888-234-1222 X4487
575,300 SPIRIT RIVER DRIVE SOUTH,CAMBRIDGE,MN,55008,8203,http://www.anokaramsey.edu/,ANOKA-RAMSEY COMMUNITY COLLEGE - CAMBRIDGE CAMPUS,763) 433-1980
576,11200 MISSISSIPPI BOULEVARD NW,COON RAPIDS,RA,55433,7903,http://www.anokaramsey.edu/,ANOKA-RAMSEY COMMUNITY COLLEGE - COON RAPIDS CAMPUS,763) 433-1180
577,3900 BETHEL DRIVE,ST,PA,55112,8783,https://www.bethel.edu/adult-undergrad/academics/ways-to-earn-credit/exam-credits/,BETHEL UNIVERSITY,651) 635-8777
578,1200 KENWOOD,DULUTH,MN,55811,9110,http://www.css.edu/,COLLEGE OF ST. SCHOLASTICA,218-723-6464
579,COOK COUNTY HIGHER EDUCATION,300 WEST 3RD STREET,WE,,9693,218-387-3411,COOK COUNTY HIGHER EDUCATION,"GRAND MARAIS, MN   55604"
580,920 MAYOWOOD ROAD SW,ROCHESTER,MN,55902,7721,http://www.crossroadscollege.edu/,CROSSROADS COLLEGE,507-535-3318
581,"2101 TRINITY ROAD, E-1006",DULUTH,MN,55811,9383,http://www.lsc.edu/lifelonglearning/creditforpriorlearning/index.cfm,LAKE SUPERIOR COLLEGE,218) 733-7784
582,NORTHWEST TECHNICAL INSTITUTE,950 BLUE GENTIAN ROAD,BL,500,8382,952 944 0080,NORTHWEST TECHNICAL INSTITUTE,"EAGAN, MN   55121"
583,851 30TH AVE SE,ROCHESTER,MN,55904,7783,http://www.rctc.edu/,ROCHESTER COMMUNITY TECH COLLEGE,507-536-5603
584,"1501 STATE STREET, BELLOW ACADEMIC 156",MARSHALL,MN,56258,8006,http://www.smsu.edu/,SOUTHWEST MINNESOTA STATE UNIVERSITY,507-537-7150
585,"235 BEHMLER HALL, 600 EAST 4TH STREET",MORRIS,MN,56267,9988,http://www.morris.umn.edu/services/testcenter/,UNIVERSITY OF MINNESOTA - MORRIS,320-589-6060
586,"FOCUS, 3003 SNELLING AVENUE NORTH",ST,PA,55113,8060,http://www.unwsp.edu,UNIVERSITY OF NORTHWESTERN - ST. PAUL,651-631-5263
587,859 30TH AVE SE,ROCHESTER,MN,55904,8842,http://www.winona.edu/rochester/,WINONA STATE UNIVERSITY,507-285-7210
588,175 W. MARK ST.,WINONA,MN,55987,9393,http://www.winona.msus.edu/,WINONA STATE UNIVERSITY,507-457-5100
589,3000 N. GRANT,SPRINGFIELD,MO,65803,8609,http://www.cbcag.edu/,CENTRAL BIBLE COLLEGE,417-833-2551
590,411 CMU SQUARE,FAYETTE,MO,65203,8756,http://www.centralmethodist.edu/,CENTRAL METHODIST UNIVERSITY,660) 248-6211
591,1001 ROGERS STREET,COLUMBIA,MO,65216,9112,http://www.ccis.edu/,COLUMBIA COLLEGE,573-875-4569
592,268 CONSTITUTION STREET,FORT LEONARD WOOD,LE,65473,7209,http://www.ccis.edu/nationwide/ftwood/,COLUMBIA COLLEGE,573-329-4050
593,3314 EMERALD LAKE,JEFFERSON CITY,CI,65109,9860,http://www.ccis.edu/nationwide/jeffcity/,COLUMBIA COLLEGE,573-634-3250
594,"SPRINGFIELD CAMPUS, 3271 E. BATTLEFIELD ROAD, SUITE 250",SPRINGFIELD,MO,65804,9423,http://www.ccis.edu/nationwide/springfield/,COLUMBIA COLLEGE,417-881-4466
595,"ROLLA, MO   65402",573,,3350,9537,http://www.ccis.edu/nationwide/rolla/,COLUMBIA COLLEGE,800-303-0038
596,"4240 BLUE RIDGE BLVD, SUITE 400",KANSAS CITY,CI,1702,9861,http://www.ccis.edu/nationwide/kansascity/,COLUMBIA COLLEGE-KANSAS CITY,816) 795-1515
597,"10733 SUNSET OFFICE DRIVE , SUITE 425",ST LOUIS,LO,63127,7785,http://www.cuw.edu/,CONCORDIA UNIVERSITY,314) 984-8840
598,ONE COLLEGE HILL,CANTON,MO,63435,9119,http://www.culver.edu/,CULVER-STOCKTON COLLEGE,573-288-6544
599,900 NORTH BENTON AVENUE,SPRINGFIELD,MO,65802,8965,http://www.drury.edu/,DRURY UNIVERSITY,417-873-7211
600,111 N. GLENSTONE,SPRINGFIELD,MO,65802,8167,http://www.evangel.edu/,EVANGEL UNIVERSITY,417) 865-2815 EX 8269
601,"WOODROW BURT ADMINISTRATION BUILDING, 2ND FLOOR2800 PALMYRA ROAD",HANNIBAL,MO,63401,7508,http://www.hlg.edu/,HANNIBAL-LAGRANGE UNIVERSITY,573) 629-7034
602,ONE COLLEGE PARK DRIVE,ST,LO,63141,8520,http://www.mobap.edu/,MISSOURI BAPTIST COLLEGE,314-392-2310
603,901 S. NATIONAL AVENUE,SPRINGFIELD,MO,65898,8809,http://www.missouristate.edu/,MISSOURI STATE UNIVERSITY,417-836-5116
604,"320 W. 12TH STREET, 202 NORWOOD HALL",ROLLA,MO,1350,9916,http://www.testcenter.mst.edu/,MISSOURI UNIVERSITY OF SCIENCE &AMP; TECHNOLOGY,573-341-4222
605,1301 MAIN STREET,TRENTON,MO,64683,9022,http://www.ncmissouri.edu/,NORTH CENTRAL MISSOURI COLLEGE,816-359-3948
606,8700 NW RIVER PARK DRIVE - #46,PARKVILLE,MO,3795,9274,http://new.park.edu/campus-centers/missouri/mo-parkville.html,PARK UNIVERSITY,816-584-6887
607,"268 CONSTITUTION STREET, SUITE 11",FT,LE,65473,8504,http://new.park.edu/campus-centers/missouri/mo-waynesville.html,PARK UNIVERSITY,573-329-2798
608,ONE UNIVERSITY PLAZA,CAPE GIRARDEAU,GI,63701,9435,http://www.semo.edu/,SOUTHEAST MISSOURI STATE UNIVERSITY,573) 651-2836
609,"3201 W. 16TH STREET, CHARLES E. YEATER LEARNING CENTER, ROOM 171",SEDALIA,MO,65301,9613,http://www.sfccmo.edu/,STATE FAIR COMMUNITY COLLEGE,660) 530-5818
610,"511 SPIRIT BOULEVARD, BUILDING 515, ROOM 246",WHITEMAN AFB,AF,65305,7226,http://www.sfccmo.edu/,STATE FAIR COMMUNITY COLLEGE - WHITEMAN AFB,660) 796-7476
611,"FLORISSANT VALLEY, 3400 PERSHALL ROAD",ST,LO,63135,9609,http://www.stlcc.cc.mo.us/,ST. LOUIS COMMUNITY COLLEGE,314-513-4292
612,"10450 HOLMES ROAD, SUITE 100",KANSAS CITY,CI,3459,9266,http://www.strayer.edu/,STRAYER UNIVERSITY,816-489-4529
613,"1600 S BRENTWOOD BLVD, SUITE 300",BRENTWOOD,MO,63144,9178,http://www.strayer.edu/,STRAYER UNIVERSITY,314-817-9129
614,HUMPHREYS 216 UNIVERSITY OF CENTRAL MISSOURI,WARRENSBURG,MO,64093,9085,http://www.cmsu.edu/,UNIVERSITY OF CENTRAL MISSOURI,660-543-4919
615,205 PARKER HALL,COLUMBIA,MO,65211,8838,http://www.missouri.edu/,UNIVERSITY OF MISSOURI,573-882-4801
616,"8001 NATURAL BRIDGE ROAD, TOWER 507",ST,LO,4499,8620,http://www.umsl.edu/,UNIVERSITY OF MISSOURI - ST. LOUIS,314-516-5198
617,470 EAST LOCKWOOD,ST,LO,63119,9991,http://www.webster.edu/,WEBSTER UNIVERSITY,314-961-2660 X7620
618,"1200 EAST 104TH STREET, SUITE 100",KANSAS CITY,CI,64131,9990,http://www.webster.edu/,WEBSTER UNIVERSITY,816-444-2200
619,"THIS LOCATION ONLY TESTS TO ENROLLED STUDENTS**, 4780 I-55 NORTH, SUITE 125,",JACKSON,MS,39211,8243,http://www.bellhaven.edu/,BELHAVEN COLLEGE,601-968-8880
620,"7111 SOUTHCREST PARKWAY, SUITE 105",SOUTHAVEN,MS,38671,8697,http://www.belhaven.edu/,BELLHAVEN UNIVERSITY,662) 469-5387
621,201 WEST MAIN STREET,BLUE MOUNTAIN,MO,38610,8652,http://www.bmc.edu,BLUE MOUNTAIN COLLEGE,662) 685-4771
622,14109 FOX HILL DRIVE,GULFPORT,MS,39503,7233,http://military.coastline.edu/,COASTLINE COMMUNITY COLLEGE,228) 871-3439
623,"505 MAIN STREET, P.O. BOX 1100",RAYMOND,MS,39154,8996,http://www.hindscc.edu/,HINDS COMMUNITY COLLEGE,601-857-3852
624,"RAYMOND, MS   37154-1100",800,CC,,7315,http://www.hindscc.edu/,HINDS COMMUNITY COLLEGE,800-446-3722
625,1000 COURT STREET,ELLISVILLE,MS,39437,8988,http://www.jcjc.edu/,JONES COUNTY JUNIOR COLLEGE,601-477-4025
626,910 HIGHWAY 19 NORTH,MERIDIAN,MS,39307,7193,http://www.meridian.edu/,MERIDIAN COMMUNITY COLLEGE,601-484-8724
627,SAINT LEO UNIVERSITY,ADDRESS 680 SEVENTH STREET,SE,120,7310,662-434-8844,SAINT LEO UNIVERSITY,"COLUMBUS AFB, MS   39710"
628,"460 BRIARWOOD DRIVE, SUITE 200",JACKSON,MS,39206,7980,http://www.strayer.edu/,STRAYER UNIVERSITY,601-718-5829
629,WAYLAND BAPTIST UNIVERSITY,500 FISHER STREET,FI,,7355,http://www.wbu.edu/,WAYLAND BAPTIST UNIVERSITY,"KEESLER AFB, MS   39534"
630,2100 16TH AVENUE SOUTH,GREAT FALLS,FA,59405,9472,http://students.gfcmsu.edu/testing/,GREAT FALLS COLLEGE - MONTANA STATE UNIVERSITY,406) 268-3371
631,2715 DICKINSON,MILES CITY,CI,59301,8950,http://www.milescc.edu/,MILES COMMUNITY COLLEGE,406-232-3031
632,GARNETT LIBRARY 304 W. TRISH KNIGHT ST.,WEST PLAINS,PL,65775,8953,http://wp.missouristate.edu,MISSOURI STATE UNIVERSITY - WEST PLAINS,417) 255-7943
633,1300 WEST PARK STREET,BUTTE,MT,59701,8585,http://www.mtech.edu/,MONTANA TECH OF THE UNIVERSITY OF MONTANA,406-496-4477
634,LODGE 231 CAMPUS DRIVE,MISSOULA,MT,59812,8129,http://www.umt.edu/,UNIVERSITY OF MONTANA,406-243-6257
635,"211 N. BROADWAY, SUITE 900",ST,LO,63102,9831,http://www.phoenix.edu,UNIVERSITY OF PHOENIX,314) 687-1329
636,"200 MEREDITH DRIVE, SUITE 106",DURHAM,NC,27713,9358,http://www.hsbenterprise.org/,A PLUS TESTING &AMP; ASSESSMENT CENTER - DURHAM SITE,866) 443-6448
637,2853 DAVIS ROAD,EAST BEND,BE,27018,8037,http://www.brewertesting.com/,BREWER TESTING SERVICES,336-699-3997
638,PO BOX 7365,FORT BRAGG,BR,28307,7365,http://www.campbellfortbragg.com/index.htm,CAMPBELL UNIVERSITY,910-436-3242
639,384 MAYNARD ST,POPE AFB,AF,28308,7300,http://www.campbellfortbragg.com/index.htm,CAMPBELL UNIVERSITY,910-436-3242
640,PO BOX 1135,BLUES CREEK,CR,27506,9081,http://www.campbell.edu/academics/registrar/registrar-policies.html#dantes_subject_standardized_tests_(dssts),CAMPBELL UNIVERSITY-FORT BRAGG,910-893-1278
641,305 CUNNINGHAM BLVD,HAVELOCK,NC,28532,7319,http://www.cravencc.edu/,CRAVEN COMMUNITY COLLEGE,252-444-6000
642,102-D BREWSTER BUILDING,GREENVILLE,NC,27858,9588,http://www.ecu.edu/testingcenter/,EAST CAROLINA UNIVERSITY,252-328-6811
643,"FAYETTEVILLE, NC   28301",910,,1302,9145,http://www.uncfsu.edu/,FAYETTEVILLE STATE UNIVERSITY,910-672-1299
644,815 WEST MARKET,GREENSBORO,NC,27401,8616,http://www.gborocollege.edu/,GREENSBORO COLLEGE,336-272-7102 X259
645,"1100 LOGGER COURT, BUILDING E-101",RALEIGH,NC,27609,9433,http://hsbenterprise.org/,HSB ENTERPRISE CORPORATION,866) 443-6448
646,PO BOX 398,KENANSVILLE,NC,28349,8581,http://www.sprunt.edu/,JAMES SPRUNT COMMUNITY COLLEGE,910-296-2506
647,245 COLLEGE ROAD,SMITHFIELD,NC,27577,9426,http://www.johnston.edu/,JOHNSTON COMMUNITY COLLEGE,919-209-2088
648,501 NORTH MAIN ST,LOUISBURG,NC,27549,9206,http://www.louisberg.edu/,LOUISBURG COLLEGE,919-496-3201
649,5400 RAMSEY ST,FAYETTEVILLE,NC,28311,9222,http://www.methodist.edu/,METHODIST COLLEGE,910-630-7251
650,634 HENDERSON ST,MOUNT OLIVE,OL,28365,8372,http://www.moc.edu/,MOUNT OLIVE COLLEGE,919-658-7165
651,MOUNT OLIVE COLLEGE,2543 ONSLOW DRIVE,ON,,7869,910-455-1677,MOUNT OLIVE COLLEGE,"JACKSONVILLE, NC    28540"
652,"NEW BERN, NC   28560",800,,5479,8288,http://www.moc.edu/,MOUNT OLIVE COLLEGE,252-633-4464
653,"5001 S. MIAMI BOULEVARD, SUITE 112",DURHAM,NC,27703,8241,http://www.moc.edu/,MOUNT OLIVE COLLEGE,919-941-2970
654,522 NORTH OLD CARRIAGE ROAD,ROCKY MOUNT,MO,0488,9434,http://www.nashcc.edu/,NASH COMMUNITY COLLEGE,252-451-8246
655,5108 REAGAN DR. SUITE 12,CHARLOTTE,NC,28206,8537,http://www.ncelitecareer.com/,NC ELITE CAREER CENTER OF CHARLOTTE,704) 919-0455
656,132 QUADE DRIVE,CARY,NC,27513,8530,http://www.ncelitecareer.com/,NC ELITE CAREER CENTER OF TRIANGLE,919) 677-9026
657,C 305 L.P. WALKER COMPLEX,DURHAM,NC,27707,8446,http://www.nccu.edu/,NORTH CAROLINA CENTRAL UNIVERSITY,919-530-7368
658,4426 S. MIAMI BOULEVARD,DURHAM,NC,27703,8013,http://www.ncwc.edu/,NORTH CAROLINA WESLEYAN COLLEGE AT RALEIGH-DURHAM,919) 465-4784
659,3400 NORTH WESLEYAN BLVD,ROCKY MOUNT,MO,27804,9252,http://www.ncwc.edu/,NORTH CAROLINA WESLEYAN COLLEGE AT ROCKY MOUNT,919-465-4784
660,8512,PFEIFFER UNIVERSITY,UN,,8512,"MISENHEIMER, NC   28109",PFEIFFER UNIVERSITY,48380 U.S. HWY 52 N
661,4701 PARK ROAD,CHARLOTTE,NC,28209,8517,http://www.pfeiffer.edu/,PFEIFFER UNIVERSITY - CHARLOTTE,704-463-3452
662,1333 JAKE ALEXANDER BLVD S,SALISBURY,NC,28146,8132,http://www.rccc.edu/,ROWAN-CABARRUS COMMUNITY COLLEGE,704-216-3468
663,4 COPLEY PARKWAY,MORRISVILLE,NC,27560,9025,http://www.strayer.edu/,STRAYER UNIVERSITY,919-466-4420
664,8701 WADFORD DRIVE,RALEIGH,NC,27616,9937,http://www.strayer.edu/,STRAYER UNIVERSITY,919-301-6520
665,"13620 REESE BLVD., SUITE 130",HUNTERSVILLE,NC,28078,8150,http://www.strayer.edu/,STRAYER UNIVERSITY,704-379-6829
666,3421 OLYMPIA DRIVE,RALEIGH,NC,27603,7722,http://www.strayer.edu/,STRAYER UNIVERSITY,919-890-7529
